artist_name,end_time,ms_played,track_name,track_id
Drake,16/06/2021 5:30,1114,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7
Drake,16/06/2021 5:30,1555,Energy,79XrkTOfV1AqySNjVlygpW
Internet Money,16/06/2021 5:30,1323,Lemonade,7hxHWCCAIIxFLCzvDgnQHX
The Weeknd,16/06/2021 5:33,123434,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b
"Earth, Wind & Fire",16/06/2021 17:16,4156,September,2grjqo0Frpf2okIBiifQKs
Rilès,16/06/2021 17:16,1021,THANK GOD,1o6JHLSAtNsIj8AgAvDxXX
"Earth, Wind & Fire",16/06/2021 17:19,215093,September,2grjqo0Frpf2okIBiifQKs
Rilès,16/06/2021 17:23,210236,THANK GOD,1o6JHLSAtNsIj8AgAvDxXX
Kendrick Lamar,16/06/2021 17:25,2113,Poetic Justice,3MLOAIJNWWS8FQpvdaiKR7
Mild Minds,16/06/2021 17:25,998,SWIM,2aT8QoKvwvhgx9PURO4DEP
Kanye West,16/06/2021 17:25,975,Famous,19a3JfW8BQwqHWUMbcqSx8
Disclosure,16/06/2021 17:25,90337,Jaded,6c4T1Dz9hwK5xat7eh3g8o
Kendrick Lamar,16/06/2021 17:25,1160,m.A.A.d city,3qX1dqmDdmMvvfMVfsx4Bh
Aminé,16/06/2021 17:25,1230,REEL IT IN,5qHirGR7M9tdm6C17DlzSY
David Scott,16/06/2021 17:25,928,Departures,0LlGYQSAJZI5QrR5hblT6s
Two Feet,16/06/2021 17:25,5526,Love Is a Bitch,6MiVIH3fQlmz44jGx2DXn4
Drake,16/06/2021 17:29,245786,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0
Jack Harlow,16/06/2021 17:31,156497,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB
CHISEKO,17/06/2021 10:15,69768,Juice,2xnv4pjbfG6VGpVVy4AcJm
Aminé,17/06/2021 10:18,189456,My Reality,0Q9HulJie8Hxe2mx1q4nCy
Young Thug,17/06/2021 10:21,195160,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii
Kanye West,17/06/2021 10:24,195093,Good Morning,5CaXxLM568tBh1PwhXdciZ
Mura Masa,17/06/2021 10:28,195466,What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA
Childish Gambino,17/06/2021 10:31,176146,Terrified,5MKSl2ZHsImt0wOfBAs87U
Kanye West,17/06/2021 18:09,3018,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8
Calvin Harris,17/06/2021 18:09,4760,Merrymaking at My Place,38orAaD0ZcoVXKYokVeLND
JID,17/06/2021 18:09,64319,Hereditary,0fK60qLRIpyT05TXzoSBY0
Hermitude,17/06/2021 18:09,2693,HyperParadise - Flume Remix,1LQiF6aZfnNgxerxWJRbxw
Calvin Harris,17/06/2021 18:12,1369,Disco Heat,0iN0npS2K9sXyUFKbEdZW7
The Homies,17/06/2021 18:12,952,Leaf Wraps,0F2LYCJyu8nJ3Vu2tfPO37
Franc Moody,17/06/2021 18:12,1602,Dopamine,4sFyLyuJOUVMDcaSg1oHEa
Disclosure,17/06/2021 18:12,1439,Jaded,6c4T1Dz9hwK5xat7eh3g8o
Childish Gambino,17/06/2021 18:12,138808,Terrified,5MKSl2ZHsImt0wOfBAs87U
Garden City Movement,17/06/2021 18:12,1068,She's so Untouchable - Original Mix,5pHwg7ezzqFF5VIuIeSJhd
Tom Misch,17/06/2021 18:12,3320,Disco Yes,61Ivix5DTnDPVjp1dgLyov
J. Cole,17/06/2021 18:12,1648,Rich Niggaz,6lKCaafKm88sVfYz2u7S4B
Garden City Movement,17/06/2021 18:12,6617,Terracotta,6UEsGxrMAXC0tOtYlrLHvZ
Kanye West,17/06/2021 18:12,1044,Good Life,14blxrgE0VWAgv5aF2wWmx
Drake,17/06/2021 18:12,2856,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7
Kendrick Lamar,17/06/2021 18:12,1068,The Blacker The Berry,5Mtt6tZSZA9cXTHGSGpyh0
Chance the Rapper,17/06/2021 18:12,1973,Paranoia,6Oe5tmI1bfguCp6dKHbSj6
Flume,17/06/2021 18:12,1021,Never Be Like You,476j7IDRIDRvv1Xu71EVc8
Drake,17/06/2021 18:12,1509,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI
Pachanga Boys,17/06/2021 18:12,1718,Time,6J3aUG1y0zSJXOnsLhx41h
Petit Biscuit,17/06/2021 18:12,1044,Parachute,2XZn85D188f2bGdV3zmmrF
Kanye West,17/06/2021 18:12,1253,Wolves,432hUIl3ISDeytYW5XBQ5h
Aminé,17/06/2021 18:12,1393,Spice Girl,4HW5kSQ8M2IQWZhSxERvla
Kid Cudi,17/06/2021 18:12,2484,Lord I Know,7f2voPcnDEAzX4yB8SLnU2
J. Cole,17/06/2021 18:12,975,She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW
Kanye West,17/06/2021 18:12,1021,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r
Rilès,17/06/2021 18:12,1207,THANK GOD,1o6JHLSAtNsIj8AgAvDxXX
Kanye West,17/06/2021 18:12,1021,Monster,1ZHYJ2Wwgxes4m8Ba88PeK
Drake,17/06/2021 18:20,432853,Pound Cake / Paris Morton Music 2,4RI9eX7jNcdaQOJifn7t6z
Labrinth,17/06/2021 18:22,153294,Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV
Stromae,17/06/2021 18:27,249520,ave cesaria,66u6ycRUqlrW9C05QJUmSo
Kanye West,17/06/2021 18:30,195093,Good Morning,5CaXxLM568tBh1PwhXdciZ
Daft Punk,17/06/2021 18:39,429533,Around the World,1pKYYY0dkg23sQQXi0Q5zN
Hermitude,17/06/2021 18:43,227253,OneFourThree (feat. Buddy & BJ The Chicago Kid),7kgKHe6ZxLEg83y4LiQvB5
Juice WRLD,17/06/2021 21:19,194621,Wishing Well,2U5WueTLIK5WJLD7mvDODv
David Scott,17/06/2021 21:19,3484,Departures,0LlGYQSAJZI5QrR5hblT6s
Mura Masa,17/06/2021 21:27,195466,What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA
Kanye West,17/06/2021 21:30,196040,Famous,19a3JfW8BQwqHWUMbcqSx8
The Blaze,17/06/2021 21:32,3877,Territory,2W3EgJst61RLZtPPm3EQim
Petit Biscuit,17/06/2021 21:32,132287,Burnin,5D246C2tLKCTeZgcsRfvcA
Flume,17/06/2021 21:40,928,Voices,3Xuhi20r1A2FGQHAisL551
Mura Masa,17/06/2021 21:40,1137,All Around The World (feat. Desiigner),4x8874idDYp8yxgKsyb4xG
ScHoolboy Q,17/06/2021 21:40,1021,Collard Greens,0zO8ctW0UiuOefR87OeJOZ
Roddy Ricch,17/06/2021 21:40,1021,Down Below,4SWWe2OYC4mqf40Gc2RSdl
Kendrick Lamar,17/06/2021 21:40,928,These Walls,7uWVT3UkCAZyANvv0bdyQn
Disclosure,17/06/2021 21:40,1462,You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ
Aminé,17/06/2021 21:40,1880,Caroline,5hTpBe8h35rJ67eAWHQsJx
Gorillaz,17/06/2021 21:40,2275,Feel Good Inc.,0d28khcov6AiegSCpG5TuT
Rockie Fresh,17/06/2021 21:40,2089,Racer,3IlZToufBnjgyLeoGZRblR
PNAU,17/06/2021 21:40,1277,Chameleon,1upULGQhXYE55yHDMPh1QG
The Weeknd,17/06/2021 21:40,1625,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b
Tom Misch,17/06/2021 21:40,1137,Beautiful Escape,5MChi9fdCbTIWDJPPUuuW6
Aminé,17/06/2021 21:40,1184,My Reality,0Q9HulJie8Hxe2mx1q4nCy
Drake,17/06/2021 21:40,1323,Over,3yaYgjEFkRw3PVjW9mV1TO
Disclosure,17/06/2021 21:40,1346,Hourglass,1XJ9pFMafd9GB3cnb2V3yq
Avoure,17/06/2021 21:40,457525,Aura,0B2GWovtxzsh0a02PBbNl7
J. Cole,17/06/2021 21:40,1416,Work Out,2wAJTrFhCnQyNSD3oUgTZO
Octavian,17/06/2021 21:40,1021,Bet (feat. Skepta & Michael Phantom),3JrYkRVUNq5QLUgVJMCLYz
Bas,17/06/2021 21:40,1439,Night Job,5q5MyfXey3ms6IyT6TYf5L
Lil Uzi Vert,17/06/2021 21:40,1044,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO
Calvin Harris,17/06/2021 21:40,2345,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc
Disclosure,17/06/2021 21:40,3761,Ultimatum - Edit,0slkzFvyBWcwnjEEDtYE5E
Young Thug,17/06/2021 21:43,132795,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii
Kanye West,18/06/2021 8:11,7189,Good Morning,5CaXxLM568tBh1PwhXdciZ
Childish Gambino,18/06/2021 8:16,255466,Terrified,5MKSl2ZHsImt0wOfBAs87U
Young Thug,18/06/2021 8:19,195160,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii
Mac Miller,18/06/2021 8:24,35970,What's the Use?,2dgrYdgguVZKeCsrVb9XEs
Mac Miller,18/06/2021 8:24,252454,What's the Use?,2dgrYdgguVZKeCsrVb9XEs
DaBaby,18/06/2021 8:25,62694,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3
The Beach Boys,18/06/2021 8:28,153136,Big Sur,1TU1G2tU6nvIWomQyPPJB4
Rockie Fresh,18/06/2021 8:28,2392,Racer,3IlZToufBnjgyLeoGZRblR
Waka Flocka Flame,18/06/2021 8:29,82942,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H
Kanye West,18/06/2021 8:33,237471,Flashing Lights,31I3Rt1bPa2LrE74DdNizO
Kanye West,18/06/2021 8:39,351922,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r
Kanye West,18/06/2021 8:43,236078,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh
Nicki Minaj,18/06/2021 8:49,339476,Seeing Green (with Drake & Lil Wayne),1TZv3bujNaYz646eezRE91
Kanye West,18/06/2021 8:53,256558,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r
Flume,18/06/2021 8:57,0,Jewel,7cPO2IPraPDlGIguekShlV
Dreamville,18/06/2021 8:57,0,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE
Flume,18/06/2021 8:57,0,Rushing Back,2zoNNEAyPK2OGDfajardlY
Calvin Harris,18/06/2021 8:57,0,Acceptable in the 80's,00cxhG668jV6gU6VK2FUVI
Franc Moody,18/06/2021 8:57,1579,Dopamine,4sFyLyuJOUVMDcaSg1oHEa
J. Cole,18/06/2021 8:57,0,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ
Kota the Friend,18/06/2021 8:57,140,Colorado,3DbBgbnDUOml329rAp2Tbr
Joey Bada$$,18/06/2021 8:57,0,DEVASTATED,4PnNzWe1LJoAMD5j5RHpI0
Drake,18/06/2021 8:57,0,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7
Aminé,18/06/2021 8:57,6897,Riri,1VjNQAm7bG3MLIC5Cwb508
Internet Money,18/06/2021 8:57,0,Lemonade,7hxHWCCAIIxFLCzvDgnQHX
J. Cole,18/06/2021 8:57,279,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8
CHISEKO,18/06/2021 8:57,217107,Juice,2xnv4pjbfG6VGpVVy4AcJm
David Scott,18/06/2021 8:57,6293,Departures,0LlGYQSAJZI5QrR5hblT6s
MadeinTYO,18/06/2021 8:57,0,Skateboard P (feat. Big Sean),72UCHNyJcymw81x0AKevho
Disclosure,18/06/2021 8:57,0,Hourglass,1XJ9pFMafd9GB3cnb2V3yq
Aminé,18/06/2021 8:57,2090,BLACKJACK,6U9OkV9oa8kN8LyBGf3wvJ
Petit Biscuit,18/06/2021 8:57,744,Burnin,5D246C2tLKCTeZgcsRfvcA
Lil Uzi Vert,18/06/2021 8:57,0,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc
Lil Uzi Vert,18/06/2021 9:03,0,Baby Pluto,4oPpljoKaKEZS7WQDQkVsm
Kendrick Lamar,18/06/2021 9:03,0,These Walls,7uWVT3UkCAZyANvv0bdyQn
A Boogie Wit da Hoodie,18/06/2021 9:03,2090,Skeezers,2A4vCndSkZ3jd5nfh3a8gc
Kanye West,18/06/2021 9:03,0,Good Life,14blxrgE0VWAgv5aF2wWmx
ATM Curly,18/06/2021 9:03,0,Ride With Me,2foDaqiGEPFeYN2ecxLHZU
Disclosure,18/06/2021 9:03,2090,Latch,51ODNNDZm21HU7wI7cccRr
KIDS SEE GHOSTS,18/06/2021 9:03,324662,Reborn,4RVbK6cV0VqWdpCDcx3hiT
Jack Harlow,18/06/2021 9:06,156457,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB
Flume,18/06/2021 9:09,223911,Friends,3Y8JSCYjFznthCYb5HZ8lW
Aminé,18/06/2021 9:12,134119,Shimmy,1PlitoLAYkgjm8YIg79ouK
Rilès,18/06/2021 9:15,209955,THANK GOD,1o6JHLSAtNsIj8AgAvDxXX
Stromae,18/06/2021 9:19,249476,ave cesaria,66u6ycRUqlrW9C05QJUmSo
Kendrick Lamar,18/06/2021 9:24,299956,Poetic Justice,3MLOAIJNWWS8FQpvdaiKR7
Bakermat,18/06/2021 9:33,13793,Baianá,780be5fB7823aHG06mwTat
Drake,18/06/2021 9:33,0,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0
Collarbones,18/06/2021 9:33,0,Turning - Flume Remix,4s1n6O2Xmbn4Nq8wZe5iRg
Avoure,18/06/2021 9:33,521358,Aura,0B2GWovtxzsh0a02PBbNl7
JID,18/06/2021 9:33,13793,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l
Drake,18/06/2021 9:38,245760,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0
Kanye West,18/06/2021 9:43,0,Can't Tell Me Nothing,2MIBAmYwiuGoKUlpq9B9sZ
Kendrick Lamar,18/06/2021 9:43,0,DNA.,6HZILIRieu8S0iqY8kIKhj
Stormzy,18/06/2021 9:43,0,Shut Up,2LPUvD5DDOO4UYGkWgjI2C
Kanye West,18/06/2021 9:43,140,Famous,19a3JfW8BQwqHWUMbcqSx8
Disclosure,18/06/2021 9:43,0,You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ
Disclosure,18/06/2021 9:43,1928,Jaded,6c4T1Dz9hwK5xat7eh3g8o
KUČKA,18/06/2021 9:43,6154,Drowning,7gw6R8syjMYMkcdLNubFPu
Collarbones,18/06/2021 9:43,333973,Turning - Flume Remix,4s1n6O2Xmbn4Nq8wZe5iRg
ScHoolboy Q,18/06/2021 9:43,0,Hell Of A Night,5DOR49R0fehoBmyNL8m4sN
Drake,18/06/2021 9:43,0,Energy,79XrkTOfV1AqySNjVlygpW
Aminé,18/06/2021 9:43,0,REEL IT IN,5qHirGR7M9tdm6C17DlzSY
DaBaby,18/06/2021 9:43,0,BOP,6Ozh9Ok6h4Oi1wUSLtBseN
JMSN,18/06/2021 9:43,1928,Love & Pain (Kaytranada Remix),14u0zLm6T13VV72Gggpll8
Kendrick Lamar,18/06/2021 9:43,6154,The Art of Peer Pressure,4F8rYEoiBjPaRgQXLVtN5a
DROELOE,18/06/2021 9:43,0,Only Be Me,6WXZyYSwlXS5qXISwsKYXE
Joey Bada$$,18/06/2021 9:43,0,TEMPTATION,3gJDgenxLephg09x86IxPs
A$AP Rocky,18/06/2021 9:43,0,Fukk Sleep (feat. FKA twigs),1AqemxWsT0iGg5Lvkm16Bt
Kid Cudi,18/06/2021 9:43,0,"Solo Dolo, Pt. III",27oVCAziETRbNuo5A8LNpg
Kanye West,18/06/2021 9:44,0,So Appalled,6K07Ahf6V7CAQn0ikrOztl
The Jungle Giants,18/06/2021 9:44,0,Sending Me Ur Loving,1qbOMlgmK2PZzvhSu0jHcy
The Homies,18/06/2021 9:44,0,Leaf Wraps,0F2LYCJyu8nJ3Vu2tfPO37
Meek Mill,18/06/2021 9:44,0,Blue Notes,7Gs3otHnZDq514kFHf0nx7
Chris Brown,18/06/2021 9:44,140,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk
Mild Minds,18/06/2021 9:44,0,SWIM,2aT8QoKvwvhgx9PURO4DEP
Daft Punk,18/06/2021 9:44,0,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn
Roosevelt,18/06/2021 9:44,0,Montreal,5maosvba9QkQP14u6vtxog
J. Cole,18/06/2021 9:44,0,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy
Amber Mark,18/06/2021 9:44,0,Lose My Cool - Couros Remix,5SfNtcZeacegF9JSuqe8HQ
J. Cole,18/06/2021 9:44,0,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG
Kanye West,18/06/2021 9:44,279,Heartless,4EWCNWgDS8707fNSZ1oaA5
Drake,18/06/2021 9:44,1022,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI
Kendrick Lamar,18/06/2021 9:44,0,King Kunta,0N3W5peJUQtI4eyR6GJT5O
Jaden,18/06/2021 9:44,0,Icon,22nyEAEM29tcBRhukR089b
Kendrick Lamar,18/06/2021 9:44,0,Backseat Freestyle,0vjKXtFLt6Ti08Y3JCnRKB
Kid Cudi,18/06/2021 9:44,883,Lord I Know,7f2voPcnDEAzX4yB8SLnU2
Tom Misch,18/06/2021 9:44,0,What Kinda Music,47w6S27JF4Zvrz1Wd6R66Z
Lil Uzi Vert,18/06/2021 9:44,0,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO
SBTRKT,18/06/2021 9:47,206565,Hold On,47GsUibP7RiUL7SQ7YFfhu
DaBaby,18/06/2021 9:51,6131,Suge,2gwkD6igEhQbDQegRCcdoB
Flume,18/06/2021 9:51,233291,Never Be Like You,476j7IDRIDRvv1Xu71EVc8
Kanye West,18/06/2021 9:56,301558,Wolves,432hUIl3ISDeytYW5XBQ5h
Garden City Movement,18/06/2021 10:00,201271,Terracotta,6UEsGxrMAXC0tOtYlrLHvZ
Stromae,18/06/2021 10:03,206031,Alors on danse - Radio Edit,2GYHyAoLWpkxLVa4oYTVko
Flume,18/06/2021 10:08,259135,Weekend,71CPVF1Z2fWQz4fMfpGsXC
A$AP Rocky,18/06/2021 10:11,205009,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z
Kendrick Lamar,18/06/2021 10:14,176960,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS
Kanye West,18/06/2021 10:20,378857,Monster,1ZHYJ2Wwgxes4m8Ba88PeK
Kendrick Lamar,18/06/2021 10:24,219290,Alright,3iVcZ5G6tvkXZkZKlMpIUs
Kendrick Lamar,18/06/2021 10:29,313749,Swimming Pools (Drank) - Extended Version,40wUM3LFZOlUcZfxEIZrYK
Busy Signal,18/06/2021 12:53,70080,Da Style Deh,6FgGwLzg6KloTYiX3q2Yg1
Rod Lee,18/06/2021 12:54,86479,Latin Groove,5HqxgiWv2CcPp2BgjJCEs5
Rod Lee,18/06/2021 12:55,316,You Big Dummy,6cHMfr0qrbBSW59iN8hi8c
Busy Signal,18/06/2021 12:56,96234,Da Style Deh,6FgGwLzg6KloTYiX3q2Yg1
Dylan Joshua,18/06/2021 12:58,82154,8-BIT,6XLoxr3Vgw7gGUtkuesfCs
SahBabii,18/06/2021 13:00,135748,Gates to the Sun (POLLEN Singles),6EG0w98d2S1u1copDAHDqP
o k h o,18/06/2021 13:02,65949,Null & Void,5xj0IEuHss2b3TVenA4Zmg
WDNG Crshrs,18/06/2021 13:04,96234,Combination,33gLJdN5yD4U5SgunuQOzT
John Jackson,18/06/2021 13:04,8511,We Get High,0oM7tUgJ7OadttA6XEDKiL
Pa Salieu,18/06/2021 13:05,30976,Glidin’ (feat. slowthai),5zOqYPTcgiTAZfnKUbaNSf
Lil Baby,18/06/2021 13:08,218610,That's Facts,6dug6dIV40JMz2myhafHrm
¿Téo?,18/06/2021 13:10,119666,The Most,28K1weUTBUawkdH4fMWxPl
IDK,18/06/2021 13:14,216442,Peloton,4NVBASz7a5QQ8X4XXJGxPl
AKTHESAVIOR,18/06/2021 13:15,44398,Another Dimension,6u2RZ32GpvOgUwf0NjNiXP
The Blaze,18/06/2021 15:01,30140,Queens,6EjTmLZVdDfp66yawG1CDb
Toro y Moi,18/06/2021 15:05,253028,Rose Quartz,0u1yF7JbPlDjqWUKZk4FaR
Collarbones,18/06/2021 15:11,333973,Turning - Flume Remix,4s1n6O2Xmbn4Nq8wZe5iRg
Flume,18/06/2021 15:14,193701,Jewel,7cPO2IPraPDlGIguekShlV
The Homies,18/06/2021 15:18,212997,Leaf Wraps,0F2LYCJyu8nJ3Vu2tfPO37
Tom Misch,18/06/2021 15:21,229971,What Kinda Music,47w6S27JF4Zvrz1Wd6R66Z
Pachanga Boys,18/06/2021 15:37,913195,Time,6J3aUG1y0zSJXOnsLhx41h
The Blaze,18/06/2021 15:41,276364,Territory,2W3EgJst61RLZtPPm3EQim
Seekae,18/06/2021 15:46,303625,Test & Recognise - Flume Re-work,24BYTj1tb5ovZcnIbtdTYD
Flume,18/06/2021 15:51,254027,Hyperreal,2Z91RmYAHpoXiGc3S5e8XM
RÜFÜS DU SOL,18/06/2021 16:00,578015,Innerbloom,6CGMZijOAZvTXG21T8t6R0
Marcus Marr,18/06/2021 16:09,537496,The Music,5A1KkiUWn3f4RhbmPNaTfc
Flume,18/06/2021 16:14,259135,Weekend,71CPVF1Z2fWQz4fMfpGsXC
Busy Signal,18/06/2021 16:18,27626,Da Style Deh,6FgGwLzg6KloTYiX3q2Yg1
Busy Signal,18/06/2021 16:18,1045,Da Style Deh,6FgGwLzg6KloTYiX3q2Yg1
Chet Faker,18/06/2021 16:18,248222,Birthday Card,3Prt3S5X7nsEKv2VARtKrv
Rod Lee,18/06/2021 16:19,59178,Latin Groove,5HqxgiWv2CcPp2BgjJCEs5
Rod Lee,18/06/2021 16:59,4732,Seen Her,0IhgtZODp7AM80crKnqcLG
Rod Lee,18/06/2021 16:59,86479,Latin Groove,5HqxgiWv2CcPp2BgjJCEs5
Kanye West,18/06/2021 17:02,130293,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Kendrick Lamar,18/06/2021 17:02,5633,i,3ODXRUPL44f04cCacwiCLC
Migos,18/06/2021 17:03,20928,T-Shirt,7KOlJ92bu51cltsD9KU5I7
Ayane Yamazaki,18/06/2021 17:08,61183,眠りの理由 - TOYOMU Remix,65ov7PVBZf8cl6dRjqRd9E
Kanye West,18/06/2021 17:08,3500,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Kanye West,18/06/2021 17:09,13902,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Kendrick Lamar,18/06/2021 17:09,865,i,3ODXRUPL44f04cCacwiCLC
Kendrick Lamar,18/06/2021 17:09,0,i,3ODXRUPL44f04cCacwiCLC
Pastor T.L. Barrett and the Youth for Christ Choir,18/06/2021 17:12,8277,Father I Stretch My Hands,07pliZ8zz9Zu0UAq9U41Ji
Kanye West,18/06/2021 17:13,41409,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Childish Gambino,18/06/2021 17:13,7722,Terrified,5MKSl2ZHsImt0wOfBAs87U
Kendrick Lamar,18/06/2021 17:13,1759,i,3ODXRUPL44f04cCacwiCLC
Taylor Swift,18/06/2021 17:14,6954,evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP
Bon Iver,18/06/2021 17:14,2346,"Minnesota, WI",6dmqnKIOvBfqjP317AT2tT
Bon Iver,18/06/2021 17:14,6506,Perth,5sYAPWzsEk8pd1OFhcQ67T
Taylor Swift,18/06/2021 17:14,19669,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y
Bon Iver,18/06/2021 17:14,4266,Towers,7CIKMtUUz31yX6MNX2nGbB
Bon Iver,18/06/2021 17:14,3882,Rosyln,4k7x3QKrc3h3U0Viqk0uop
Bon Iver,18/06/2021 17:14,3711,Holocene,35KiiILklye1JRRctaLUb4
Bon Iver,18/06/2021 17:14,1877,Holocene,35KiiILklye1JRRctaLUb4
Bon Iver,18/06/2021 17:15,5354,"Hey, Ma",0RstfX9nRY1Lfuy1808MoT
Bon Iver,18/06/2021 17:15,11029,Wash.,7rIhp6EWLNtM8qFIQruJPT
Bon Iver,18/06/2021 17:15,3754,"Hinnom, TX",07JjtrTqsBg6hE0xoAU1xZ
Bon Iver,18/06/2021 17:15,7125,Michicant,43d83eCd7GzmVOKsLwV3QN
Bon Iver,18/06/2021 17:16,42266,U (Man Like),59lQwJcWbr9x3OvTvW5NNX
Bon Iver,18/06/2021 17:19,181776,Naeem,0XOsqpvDLx0FhizUCqwSNf
Bon Iver,19/06/2021 5:47,80487,Naeem,0XOsqpvDLx0FhizUCqwSNf
JAY-Z,19/06/2021 5:48,8893,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007
Mura Masa,19/06/2021 5:48,1277,Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO
Jasmin Moallem,19/06/2021 5:48,1532,מסיבה,6wp8MFCXy2U6hAoLGnlxJn
Hermitude,19/06/2021 5:48,1462,HyperParadise - Flume Remix,1LQiF6aZfnNgxerxWJRbxw
Bon Iver,19/06/2021 5:48,76404,Jelmore,4SHrdHr6l9sbFhDj3Pe7I1
Calvin Harris,19/06/2021 5:48,1509,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc
Chris Brown,19/06/2021 5:53,264946,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk
Kanye West,19/06/2021 5:57,236600,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih
Avoure,19/06/2021 6:10,531593,Aura,0B2GWovtxzsh0a02PBbNl7
Amber Mark,19/06/2021 6:14,166204,Lose My Cool - Couros Remix,5SfNtcZeacegF9JSuqe8HQ
Amber Mark,19/06/2021 7:49,20207,Lose My Cool - Couros Remix,5SfNtcZeacegF9JSuqe8HQ
Mac Miller,19/06/2021 7:54,287040,Ladders,39NDBdU5Xkm5pCFGa5kZtI
Kanye West,19/06/2021 7:54,4478,FML,30Zcjs7pgEkmJA1lEbGSWT
Kendrick Lamar,19/06/2021 7:58,2582,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS
RÜFÜS DU SOL,19/06/2021 7:58,239417,You Were Right,5HGxLtYxTriF7mMiriSpaz
The Blaze,19/06/2021 8:02,276373,Territory,2W3EgJst61RLZtPPm3EQim
Mac Miller,19/06/2021 8:08,345133,Self Care,5bJ1DrEM4hNCafcDd1oxHx
Kendrick Lamar,19/06/2021 13:22,3437,A.D.H.D,2Fw5S2gaOSZzdN5dFoC2dj
Kendrick Lamar,19/06/2021 13:22,2090,m.A.A.d city,3qX1dqmDdmMvvfMVfsx4Bh
Kendrick Lamar,19/06/2021 13:26,215482,A.D.H.D,2Fw5S2gaOSZzdN5dFoC2dj
Kendrick Lamar,19/06/2021 13:31,349972,m.A.A.d city,3qX1dqmDdmMvvfMVfsx4Bh
Lil Uzi Vert,19/06/2021 13:31,122947,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc
J. Cole,19/06/2021 13:35,213554,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8
ScHoolboy Q,19/06/2021 13:40,272417,Hell Of A Night,5DOR49R0fehoBmyNL8m4sN
