,artist,song_name,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,popularity,release_date,artist_id
117,Baby Keem,Miss Charlotte,420ZJ2hWsQv7i8IuER1e9e,0.5,0.108,161.978,0.264,0.00909,3.08e-05,0.854,154037,-6.618,0.302,1,11,53,2018-10-29,5SXuuuRpukkTvsLuUknva1
118,Aminé,Spice Girl,4HW5kSQ8M2IQWZhSxERvla,0.46,0.157,78.09,0.226,0.392,0.0,0.693,173947,-7.912,0.873,0,0,69,2017-07-28,3Gm5F95VdRxW3mqCn8RPBJ
119,Kanye West,Black Skinhead,722tgOgdIbNe3BEyLnejw4,0.809,0.168,130.127,0.279,0.0011,0.0,0.766,188013,-6.123,0.325,1,1,77,2013-06-18,5K4W6rqBFWDnAN6FQUkS6x
121,Jack Harlow,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,0.756,0.247,123.066,0.136,0.11,0.0,0.794,156498,-7.16,0.775,0,5,78,2020-10-22,2LIk90788K0zvyj2JJVwkJ
122,Cool Company,Bust It Open,1AW0ZYsdlWXkNXeuMDqM1C,0.355,0.177,131.021,0.105,0.447,0.0136,0.77,194491,-14.712,0.701,0,8,49,2018-09-07,6lOCVUQbb9wzuZQbZQV9zn
123,ScHoolboy Q,Hell Of A Night,5DOR49R0fehoBmyNL8m4sN,0.836,0.138,123.946,0.153,0.377,0.0,0.652,272453,-7.179,0.162,0,2,62,2014-01-01,5IcR3N7QB1j6KBL8eImZ8m
124,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",5h5tBFnbcVioFXiOixTn6E,0.698,0.442,133.954,0.0943,0.0152,0.0,0.587,310720,-8.948,0.0985,1,1,67,2012-10-22,2YZyLoL8N0Wb9xBt1NhZWg
125,Moksi,Gipsy,7mA03cPnG3UkLgf1ed87fI,0.685,0.297,123.948,0.0347,0.0116,0.336,0.671,268077,-7.893,0.0802,1,2,58,2019-08-02,5jm3x1qIibWdKSEMw2G011
129,Octavian,Bet (feat. Skepta & Michael Phantom),3JrYkRVUNq5QLUgVJMCLYz,0.6,0.124,156.065,0.38,0.00124,2.75e-05,0.857,169211,-8.694,0.841,1,7,60,2019-06-13,5zfEatKLDdRkgbw6sdLBAQ
130,Sonny Digital,Higher,43lU43diOeQqizps3dMsFz,0.676,0.0596,125.564,0.0658,0.103,0.0,0.816,171096,-7.145,0.491,1,9,43,2019-08-21,655963AgkTZeYUvCyodCIL
131,Frank Ocean,Thinkin Bout You,5mphdlILgAq3vh1MSvAJTS,0.339,0.0973,129.83,0.0532,0.409,0.00153,0.721,200747,-11.195,0.2,1,0,72,2012-07-10,2h93pZq0e7k5yf4dywlkpM
132,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,0.658,0.111,140.042,0.079,0.25,0.0,0.8,195429,-6.142,0.462,0,1,81,2020-08-28,6MPCFvOQv5cIGfw3jODMF0
133,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.496,0.252,86.003,0.0905,0.259,0.0,0.889,180522,-6.365,0.544,0,4,81,2018-11-30,20sxb77xiYeusSH8cVdatc
134,Metro Boomin,Overdue (with Travis Scott),6LyAwkJsHlW7RQ8S1cYAtM,0.4,0.334,150.133,0.0425,0.733,0.000133,0.638,166093,-11.212,0.495,0,11,72,2018-11-06,0iEtIxbK0KxaSlF7G42ZOp
135,Smiley,Over The Top (feat. Drake),3yaYgjEFkRw3PVjW9mV1TO,0.498,0.119,139.928,0.117,0.0493,0.0,0.833,153406,-5.196,0.259,0,10,76,2021-07-23,6jeg7JBX9J9097esK752iR
136,Drake,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,0.449,0.113,122.947,0.347,0.629,0.0,0.735,220488,-7.507,0.0397,1,10,81,2020-05-01,3TVXtAsR1Inumwj472S9r4
137,Quando Rondo,Marvelous (feat. Polo G),2zimS2mTANwlM34KEOebYC,0.7,0.146,165.013,0.336,0.436,0.0,0.626,209528,-5.669,0.42,1,0,55,2020-01-10,4IprNlQiJZUUJhDl0fL2SL
138,Caleborate,Away From,3SVeFVQS1H0XRLjkEccPKC,0.453,0.0698,75.003,0.339,0.791,0.0,0.715,254399,-9.738,0.465,1,9,39,2019-08-02,7bpDJUH5hnffIYHID6h3Et
139,Isaiah Rashad,Wat's Wrong (feat. Zacari & Kendrick Lamar),2RPbEp0DyBVlkRvvYKopO7,0.688,0.466,125.966,0.269,0.151,0.0,0.706,330783,-6.357,0.313,1,1,68,2016-09-02,6aaMZ3fcfLv4tEbmY7bjRM
141,Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,0.75,0.109,155.096,0.231,0.00264,0.0,0.732,182707,-6.366,0.401,0,11,85,2017-08-25,4O15NlyKLIASxsJ0PrXPfz
143,Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,0.318,0.11,102.998,0.0575,0.493,0.0128,0.822,245787,-12.391,0.138,1,10,71,2018-06-29,3TVXtAsR1Inumwj472S9r4
145,Big Sean,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ,0.675,0.351,160.048,0.0867,0.0978,9.41e-06,0.724,199758,-5.267,0.325,1,2,80,2020-09-04,0c173mlxpT3dSFRgMO8XPh
146,ScHoolboy Q,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,0.575,0.205,153.954,0.0633,0.025,9.94e-06,0.825,299960,-4.87,0.65,1,11,83,2014-01-01,5IcR3N7QB1j6KBL8eImZ8m
147,J. Cole,She Knows (feat. Amber Coffman & Cults),0Fs9cdPDhptWEDJmiCbkEW,0.74,0.229,118.008,0.0807,0.0193,0.0784,0.766,296520,-10.363,0.183,1,1,85,2013-06-18,6l3HvQ5sa6mXTsMTB19rO5
148,G-Eazy,I Mean It REMIX (feat. Rick Ross & Remo),56Eh85ELaB7AkBI9QWbBZT,0.575,0.134,139.983,0.119,0.109,0.0,0.708,238481,-5.912,0.127,1,10,52,2014-07-10,02kJSzxNuaWGqwubyUba0Z
149,Mustard,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,0.545,0.151,97.008,0.0735,0.392,0.0,0.809,180435,-6.678,0.244,1,7,81,2019-06-28,0YinUQ50QDB7ZxSCLyQ40k
150,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,0.364,0.271,123.984,0.276,0.149,0.0,0.837,213594,-11.713,0.463,1,8,82,2019-01-23,6l3HvQ5sa6mXTsMTB19rO5
151,Daniel Caesar,Hold Me Down,1Mza2sr6tPhy6jjI3HB9fW,0.427,0.0911,116.059,0.0549,0.628,0.000565,0.463,231268,-9.799,0.231,0,8,66,2017-08-25,20wkVLutqVOYrc0kxFs7rA
152,JAY-Z,Why I Love You,4lLmG1fatRUgnRz0Ol0WUi,0.808,0.269,123.387,0.0423,0.0259,0.0,0.48,201373,-4.133,0.37,1,5,59,2011-08-08,3nFkdlSjzX9mRTtwJOzDYB
153,Chris Brown,Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,0.522,0.188,99.059,0.049,0.0168,1.37e-06,0.841,264947,-5.963,0.616,0,10,75,2014-09-16,7bXgB6jMjp9ATFy66eO08Z
154,Kanye West,FML,30Zcjs7pgEkmJA1lEbGSWT,0.415,0.195,125.357,0.131,0.329,0.0,0.527,236120,-7.184,0.12,1,5,68,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
155,Chance the Rapper,Paranoia,6Oe5tmI1bfguCp6dKHbSj6,0.282,0.107,69.985,0.306,0.317,0.000158,0.472,275281,-12.309,0.123,1,1,56,2013-04-30,1anyVhU62p31KFi8MEzkbf
156,o k h o,Null & Void,5xj0IEuHss2b3TVenA4Zmg,0.472,0.165,180.241,0.395,0.563,1.01e-05,0.559,143210,-9.8,0.381,1,10,45,2015-12-25,427e5CiqmL4TmWb5Zvax7U
157,Angelo Mota,Do Not Disturb,6yY78BiiGjg4xjwyuqxR6s,0.508,0.0894,130.049,0.0268,0.141,0.121,0.64,195692,-6.895,0.184,1,9,49,2020-03-09,1PpFka2STGQ57kJcgYBgEF
158,Jesse James Solomon,Haze,7D5Sn4Js8AkducmrO8nOhC,0.723,0.331,135.958,0.173,0.229,0.000163,0.873,126412,-7.214,0.828,1,0,54,2020-02-21,6QNL63YF6rLawrWWhrrhYI
159,KEY!,Demolition 1 + 2,6xKViainsWxVbLpKI23dXo,0.706,0.342,158.092,0.107,0.019,0.0,0.799,157975,-4.231,0.51,1,11,45,2018-05-04,2tMOCIpxj6jwM9e6pmwGiP
160,Asaiah Ziv,Switch Lanes,2tUXAN9unAB9rd5yXhSq1C,0.686,0.132,150.063,0.0531,0.0201,1.27e-06,0.683,169396,-6.285,0.483,0,1,42,2019-01-31,4djZqw6Kq79JYdJdJwHc23
161,Adam Snow,9 to 5,0V15EFntt486CEJVzT0Gs8,0.686,0.0869,88.004,0.243,0.305,0.0,0.605,192993,-5.697,0.966,1,10,48,2020-03-06,0QvXSwuOTiyPKVlc6PDBIs
162,Lo Village,NERD,4rg6TeIhQo6YvqyOk5KXUB,0.598,0.193,108.941,0.115,0.252,0.0,0.835,214128,-6.784,0.331,0,10,47,2019-09-17,7h01MzzV4zMo39ocJpJiCi
164,Kanye West,On God,2SasoXZyv82yYgHiVOvxQn,0.886,0.461,72.577,0.155,0.0671,0.0,0.41,136351,-4.413,0.393,0,9,64,2019-10-25,5K4W6rqBFWDnAN6FQUkS6x
165,Kanye West,Use This Gospel,0oPOuDmmkVp3h6puekhs6P,0.459,0.126,148.28,0.0422,0.614,0.0,0.611,213878,-3.926,0.177,0,0,64,2019-10-25,5K4W6rqBFWDnAN6FQUkS6x
166,Kanye West,Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8,0.573,0.538,113.088,0.0549,0.118,0.0,0.724,135920,-4.113,0.438,1,7,81,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
167,Playboi Carti,wokeuplikethis*,59J5nzL1KniFHnU120dQzt,0.62,0.15,78.477,0.254,0.0138,0.0,0.785,235535,-6.667,0.478,1,8,78,2017-04-14,699OTQXzgjhIYAHMy9RyPD
168,"Earth, Wind & Fire",September,2grjqo0Frpf2okIBiifQKs,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,1,9,82,1978-11-23,4QQgXkCYTt3BlENzhyNETg
169,"Earth, Wind & Fire",Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD,0.756,0.0521,131.715,0.0349,0.0843,0.00765,0.802,288293,-10.791,0.963,0,2,76,1979-06,4QQgXkCYTt3BlENzhyNETg
170,Popp Hunna,Adderall (Corvette Corvette) - Remix,2Y3USTCETS4xbjJOzT1Icm,0.718,0.189,141.06,0.299,0.217,0.0,0.921,176383,-3.545,0.677,0,4,64,2020-12-18,3fyhhXHbGVLuSHFk2SYx4I
171,Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,0.678,0.344,175.985,0.438,0.121,0.0,0.733,142000,-7.771,0.841,1,6,75,2018-04-06,0WOxhx4hikIsyF3CRPLC8W
179,Caribou,Never Come Back,0QEG3NGmWatNOIAVxudQfd,0.684,0.0663,127.979,0.0367,0.405,0.559,0.776,305480,-8.934,0.655,1,5,59,2020-02-28,4aEnNH9PuU1HF3TsZTru54
181,Petit Biscuit,Parachute,2XZn85D188f2bGdV3zmmrF,0.477,0.13,81.012,0.0812,0.303,0.0,0.532,222893,-10.811,0.515,1,6,46,2020-10-30,6gK1Uct5FEdaUWRWpU4Cl2
182,Kelechi,Gone,2KFeMNIBikcKg6JL6VoOZG,0.616,0.0735,140.193,0.275,0.502,0.0,0.558,234971,-6.779,0.551,1,9,37,2017-08-18,5RYLLsBCVrGJtU2RrlXrOR
183,Petit Biscuit,Burnin,5D246C2tLKCTeZgcsRfvcA,0.554,0.0797,113.968,0.0559,0.044,0.000367,0.846,175893,-8.753,0.784,0,8,64,2020-10-30,6gK1Uct5FEdaUWRWpU4Cl2
184,Toro y Moi,Rose Quartz,0u1yF7JbPlDjqWUKZk4FaR,0.482,0.313,109.97,0.0312,0.075,0.668,0.753,253108,-12.355,0.415,0,0,56,2013-01-22,6O4EGCCb6DoIiR6B1QCQgp
185,David Scott,Departures,0LlGYQSAJZI5QrR5hblT6s,0.747,0.14,120.011,0.0454,0.0617,0.887,0.714,308500,-10.452,0.332,0,10,44,2019-09-06,513OW9lkE4k3NQ7en6raQ8
186,KUČKA,Drowning,7gw6R8syjMYMkcdLNubFPu,0.478,0.212,77.697,0.139,0.474,0.000117,0.314,225574,-9.985,0.208,1,0,34,2019-09-18,6JcD2YKEhgimweLpUI0NEw
187,Flume,Numb & Getting Colder,4c120EhsRtQfIXBNZpomyO,0.648,0.0947,116.053,0.0829,0.331,6.12e-05,0.602,308008,-4.932,0.253,1,8,38,2016-05-27,6nxWCVXbOlEVRexSbLsTer
188,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,0.694,0.109,122.08,0.169,0.371,0.0,0.856,324189,-4.393,0.489,1,2,69,2018-09-28,55Aa2cqylxrFIXC767Z865
189,Lil Wayne,What About Me (feat. Sosamann),3JX0dOCIAiaR8MP3ryXWuM,0.44,0.122,118.089,0.0401,0.0263,2.03e-06,0.785,216961,-6.566,0.22,1,10,55,2018-09-28,55Aa2cqylxrFIXC767Z865
190,Mac Miller,Dang! (feat. Anderson .Paak),5iUQMwxUPdJBFeGkePtM66,0.67,0.0837,107.018,0.23,0.00826,0.000355,0.836,305350,-6.907,0.556,0,5,75,2016-09-16,4LLpKhyESsyAXpc4laK94U
191,Lord Bones,Space Dandy.,7kmzn7R9cc6gYN7PKwhxOm,0.524,0.107,79.952,0.119,0.764,0.0,0.783,222051,-6.004,0.316,0,0,49,2018-06-14,1vacPlGKP4DphxgqsUsk7r
193,CHISEKO,Juice,2xnv4pjbfG6VGpVVy4AcJm,0.551,0.0382,105.132,0.355,0.149,0.0,0.741,217143,-10.323,0.352,1,0,48,2016-11-10,5Z7R9YTOZFv7zC9Ns1gPMS
194,Kanye West,Runaway,3DK6m7It6Pw857FcQftMds,0.568,0.513,84.733,0.109,0.219,0.00219,0.374,547733,-3.825,0.111,0,1,78,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
195,Lil Durk,Stay Down (with 6LACK & Young Thug),5PrUgp50eMSlL8oCF1tkQX,0.57,0.0982,109.07,0.265,0.0909,0.0,0.813,169330,-8.409,0.676,0,3,44,2020-10-30,3hcs9uc56yIGFCSy9leWe7
197,REASON,SAUCE,0y6zN729H9Vti6RgnOeWyJ,0.548,0.171,107.984,0.244,0.0703,0.0,0.887,178118,-8.46,0.18,1,7,50,2020-10-09,6XpXnnKHIhCOUbOLOJGe6o
198,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,0.563,0.0776,100.091,0.0723,0.0266,0.0,0.714,241853,-7.574,0.31,1,1,68,2015-02-12,3TVXtAsR1Inumwj472S9r4
199,Drake,Energy,79XrkTOfV1AqySNjVlygpW,0.571,0.534,172.104,0.478,0.38,0.0,0.747,181933,-7.916,0.553,1,11,72,2015-02-12,3TVXtAsR1Inumwj472S9r4
201,Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.621,0.0958,150.011,0.102,0.000282,5.39e-05,0.908,177000,-6.638,0.421,0,1,83,2017-04-14,2YZyLoL8N0Wb9xBt1NhZWg
202,Tom Misch,Disco Yes,61Ivix5DTnDPVjp1dgLyov,0.551,0.298,123.042,0.0921,0.42,0.0346,0.927,280878,-6.624,0.665,0,9,65,2018-04-06,1uiEZYehlNivdK3iQyAbye
203,Mura Masa,Love$ick (feat. A$AP Rocky),3sTN90bIP2cJ1783ctHykO,0.763,0.214,88.753,0.129,0.147,0.0106,0.625,192160,-4.997,0.721,0,8,75,2017-07-14,5Q81rlcTFh3k6DQJXPdsot
204,Flume,Friends,3Y8JSCYjFznthCYb5HZ8lW,0.668,0.622,138.865,0.263,0.288,0.0,0.628,223910,-5.935,0.347,0,1,60,2019-03-27,6nxWCVXbOlEVRexSbLsTer
206,Sylvan LaCue,Best Me (Remix),4KW4FC8LccARsASZ2mySEg,0.538,0.119,129.81,0.167,0.63,6.44e-05,0.747,211435,-9.477,0.156,0,10,44,2017-01-30,0JuDxOwz1e3Wx05t8e3AT3
208,Sylvan LaCue,Empathy,5BtwQfYsoIGOrH3GaJZoyn,0.57,0.12,84.581,0.188,0.495,0.0292,0.494,280817,-10.908,0.296,0,8,27,2018-01-12,0JuDxOwz1e3Wx05t8e3AT3
209,Jaxxon D. Silva,Tutorial on How to Smile,4WbUVKz3MBqwRhRTAM27Op,0.369,0.108,133.884,0.12,0.799,0.00618,0.721,188060,-9.561,0.27,1,1,49,2018-12-21,2xyB69da0CCHYgs9WUgFr1
210,AMEN DENIRO,Mistakes,4VRoXN5DqFjlabfzh5hCT1,0.361,0.0898,142.036,0.171,0.287,8.18e-06,0.88,189867,-8.447,0.296,1,9,40,2018-12-12,5i5IBAqlmKRwgkalA07mZ5
211,Curtis Williams,Watch,0bptr8mTwrynlXVQMJa3f4,0.419,0.144,117.101,0.228,0.0452,2.17e-05,0.874,216007,-9.212,0.164,0,11,49,2014-08-29,1ArHGXX1xQLdigiM7hlS5S
213,DaBaby,Suge,2gwkD6igEhQbDQegRCcdoB,0.662,0.127,75.445,0.426,0.0608,0.0,0.876,163320,-6.482,0.844,0,2,76,2019-03-01,4r63FhuTkUYltbVAg5TQnk
214,Jaden,Icon,22nyEAEM29tcBRhukR089b,0.82,0.575,119.982,0.232,0.222,0.0,0.786,220996,-5.093,0.49,0,9,75,2017-11-17,0xOeVMOz2fVg5BJY3N6akT
215,MadeinTYO,Skateboard P (feat. Big Sean),72UCHNyJcymw81x0AKevho,0.47,0.144,75.474,0.425,0.0371,0.0,0.831,242307,-7.48,0.339,0,1,60,2017-02-15,5SyGEPymt1G2uto47tVWvZ
217,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU,0.631,0.165,127.998,0.0893,0.524,0.000579,0.652,154424,-5.718,0.35,0,6,83,2020-03-13,4Gso3d4CscCijv0lmajZWs
218,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,0.648,0.127,140.201,0.125,0.2,0.0,0.719,123263,-7.6,0.66,0,3,80,2020-08-20,7arQA31aZVS8yS6zUveWzb
220,Kanye West,Touch The Sky,2dxjKgT0li4qBI3QwuN9Ih,0.846,0.309,98.56,0.342,0.0114,0.0,0.552,236600,-4.912,0.554,1,9,72,2005-08-30,5K4W6rqBFWDnAN6FQUkS6x
222,Childish Gambino,3005,2ZltjIqztEpZtafc8w0I9t,0.448,0.0914,166.077,0.326,0.113,0.0,0.472,234215,-7.272,0.636,0,6,79,2013-12-10,73sIBHcqh3Z3NyqHKZ7FOL
223,The Blaze,Territory,2W3EgJst61RLZtPPm3EQim,0.44,0.269,120.009,0.0822,0.286,0.683,0.563,276373,-11.943,0.213,0,9,71,2017-04-07,1Dt1UKLtrJIW1xxRBejjos
224,Mac Miller,Hurt Feelings,5p7GiBZNL1afJJDUrOA6C8,0.462,0.113,157.655,0.13,0.343,0.00218,0.69,245640,-8.054,0.325,1,8,72,2018-08-03,4LLpKhyESsyAXpc4laK94U
226,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,40wUM3LFZOlUcZfxEIZrYK,0.485,0.604,74.132,0.404,0.123,2.69e-05,0.716,313787,-7.745,0.26,1,1,66,2012-10-22,2YZyLoL8N0Wb9xBt1NhZWg
227,Mac Miller,Ladders,39NDBdU5Xkm5pCFGa5kZtI,0.463,0.105,103.961,0.162,0.236,0.00531,0.802,287040,-8.379,0.291,1,8,74,2018-08-03,4LLpKhyESsyAXpc4laK94U
229,Stromae,Alors on danse - Radio Edit,2GYHyAoLWpkxLVa4oYTVko,0.59,0.065,119.951,0.0793,0.0994,0.00203,0.791,206067,-9.206,0.714,0,1,80,2010-01-01,5j4HeCoUlzhfWtjAfM1acR
230,The Blaze,Queens,6EjTmLZVdDfp66yawG1CDb,0.589,0.0958,125.058,0.0457,0.69,0.268,0.617,234680,-12.767,0.0301,1,2,55,2018-09-07,1Dt1UKLtrJIW1xxRBejjos
231,Kanye West,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r,0.746,0.427,117.072,0.184,0.115,0.0087,0.608,256587,-5.249,0.277,0,5,66,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
232,Kendrick Lamar,m.A.A.d city,3qX1dqmDdmMvvfMVfsx4Bh,0.729,0.44,91.048,0.271,0.0538,4.07e-06,0.487,350120,-6.815,0.217,1,2,67,2012-10-22,2YZyLoL8N0Wb9xBt1NhZWg
233,Disclosure,Douha (Mali Mali) (Edit),1supkf9D4Obm2yTHqug3m8,0.828,0.153,123.986,0.149,0.029,0.000127,0.748,171587,-5.548,0.479,1,0,59,2020-07-29,6nS5roXSAGhTGr34W6n7Et
234,A$AP Rocky,Fukk Sleep (feat. FKA twigs),1AqemxWsT0iGg5Lvkm16Bt,0.412,0.219,135.959,0.36,0.443,7.43e-05,0.798,192973,-9.305,0.304,1,2,72,2018-05-25,13ubrt8QOOCPljQ2FL1Kca
235,Disclosure,You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ,0.392,0.131,75.065,0.0257,0.382,0.000114,0.593,282813,-6.872,0.25,0,10,75,2013-06-03,6nS5roXSAGhTGr34W6n7Et
236,JID,Hereditary,0fK60qLRIpyT05TXzoSBY0,0.551,0.199,154.992,0.358,0.466,1.94e-05,0.491,243206,-12.332,0.361,1,7,55,2017-03-10,6U3ybJ9UHNKEdsH7ktGBZ7
237,Moi Je,Fais rien (Petit Biscuit Remix),6nYJaQMAbU66vlZOWXy6Q4,0.467,0.108,117.022,0.351,0.635,0.000137,0.812,227698,-9.387,0.191,1,5,52,2015-03-30,2lmGTNC0PsE7j5KDO9POvW
239,moow,Let Me Alone,2WJ6mjSFqWbSklgbgdUBDy,0.343,0.151,170.072,0.0628,0.96,0.93,0.596,127050,-8.321,0.496,1,8,48,2017-01-27,4dGUoQuMs1zVpafybz4O9d
240,moow,La Vie en Rose,5F4BFUrsERvH9xqMoBxpa5,0.153,0.105,144.568,0.0592,0.896,0.87,0.663,66200,-15.191,0.374,1,4,38,2017-01-27,4dGUoQuMs1zVpafybz4O9d
245,Towkio,Reflection,3Ka18NiN5T4gsCZaFq6RRn,0.539,0.11,119.986,0.169,0.0123,2.14e-06,0.711,240898,-6.91,0.664,0,5,47,2019-08-09,23sYU61n9f1CzYi8NJhAXS
252,Kanye West,Amazing,0m3Ze0cy8qBHSsV2exAfCw,0.554,0.0619,146.133,0.0545,0.216,0.118,0.588,238333,-8.406,0.496,1,8,67,2008-11-24,5K4W6rqBFWDnAN6FQUkS6x
257,Tom Misch,What Kinda Music,47w6S27JF4Zvrz1Wd6R66Z,0.56,0.0981,96.167,0.145,0.0532,0.83,0.523,230470,-9.423,0.151,0,5,54,2020-04-24,1uiEZYehlNivdK3iQyAbye
259,Flume,Voices,3Xuhi20r1A2FGQHAisL551,0.758,0.601,133.687,0.095,0.0937,0.00249,0.567,114645,-3.998,0.242,1,9,49,2019-03-22,6nxWCVXbOlEVRexSbLsTer
261,SBTRKT,Hold On,47GsUibP7RiUL7SQ7YFfhu,0.393,0.0923,131.989,0.04,0.226,0.361,0.768,206600,-11.737,0.443,1,0,53,2011,1O10apSOoAPjOu6UhUNmeI
262,Garden City Movement,My Only Love,1aBL7hGElHgydpTQmWvQGQ,0.797,0.136,111.995,0.0483,0.00228,0.178,0.753,206825,-5.112,0.505,1,1,38,2015-03-02,3HrczLBDJXJu6dJWEMbKHa
265,RÜFÜS DU SOL,Innerbloom,6CGMZijOAZvTXG21T8t6R0,0.72,0.178,122.011,0.037,0.126,0.347,0.729,578041,-6.692,0.0389,1,3,67,2016-01-22,5Pb27ujIyYb33zBqVysBkj
266,Avoure,Aura,0B2GWovtxzsh0a02PBbNl7,0.603,0.0456,122.997,0.0471,0.00484,0.888,0.684,521402,-9.089,0.364,0,11,59,2018-11-29,37S9qlW44AiakSF45Vra1E
267,Flume,Jewel,7cPO2IPraPDlGIguekShlV,0.496,0.783,113.317,0.0447,0.163,0.000501,0.464,193732,-6.688,0.0803,1,0,51,2019-03-22,6nxWCVXbOlEVRexSbLsTer
268,Flume,Weekend,71CPVF1Z2fWQz4fMfpGsXC,0.357,0.0719,129.797,0.0326,0.468,0.534,0.36,259176,-9.165,0.0557,0,1,40,2017-02-17,6nxWCVXbOlEVRexSbLsTer
269,Marcus Marr,The Music,5A1KkiUWn3f4RhbmPNaTfc,0.82,0.0666,121.967,0.0555,0.28,0.841,0.716,537500,-5.908,0.823,1,3,31,2012-10-07,6l5dAUNRhHnRSPPmRJSKQr
270,Jasmin Moallem,מסיבה,6wp8MFCXy2U6hAoLGnlxJn,0.454,0.0683,115.971,0.0584,0.0163,0.0,0.682,202171,-9.297,0.0734,0,1,51,2020-02-27,3cDi1D2FHMVgljfdB1QVgr
271,DaBaby,INTRO,77KMttn3Lic7ZQKDlPqp8v,0.685,0.204,100.024,0.242,0.0342,0.0,0.862,172800,-7.699,0.672,0,0,63,2019-09-27,4r63FhuTkUYltbVAg5TQnk
272,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,0.582,0.35,162.991,0.286,0.0114,0.0,0.791,181812,-7.323,0.443,0,11,81,2017-04-14,699OTQXzgjhIYAHMy9RyPD
273,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.69,0.101,89.977,0.164,0.247,0.0,0.746,181733,-7.956,0.497,1,11,85,2020-04-17,4r63FhuTkUYltbVAg5TQnk
277,XXXTENTACION,Fuck Love (feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,0.533,0.103,131.036,0.0412,0.0172,0.000152,0.797,146520,-9.74,0.329,0,0,85,2017-08-25,15UsOTVnJzReFVN1VCnxy4
279,Haddaway,What Is Love - Club Mix,6dfMoaKVLk7NUoJsTCLB9x,0.831,0.298,123.866,0.0319,0.000303,0.18,0.702,302000,-9.669,0.777,1,5,46,1992-01-18,0Suv0tRrNrUlRzAy8aXjma
281,YG,Hate On Me,3PXrlEL3Y9gxKJXSnCPMzG,0.607,0.0657,99.921,0.311,0.224,0.0,0.808,165415,-9.625,0.358,0,4,7,2021-12-08,0LyfQWJT6nXafLPZqxe9Of
283,Eazy-E,Boyz-N-The-Hood - Remix,3JdyhQORbJkCWT8xfLd8gD,0.692,0.212,87.775,0.337,0.0383,0.0,0.837,379733,-4.251,0.805,1,7,63,1988-09-13,7B4hKK0S9QYnaoqa9OuwgX
284,JID,151 Rum,22WV03i2lBbwNVCE1g671p,0.867,0.33,129.983,0.162,0.155,0.00285,0.756,156780,-3.626,0.666,1,7,68,2018-11-26,6U3ybJ9UHNKEdsH7ktGBZ7
285,Stormzy,Shut Up,2LPUvD5DDOO4UYGkWgjI2C,0.823,0.598,74.457,0.466,0.81,0.0,0.468,179564,-3.973,0.941,1,4,65,2017-02-24,2SrSdSvpminqmStGELCSNd
286,Kendrick Lamar,The Art of Peer Pressure,4F8rYEoiBjPaRgQXLVtN5a,0.611,0.273,94.939,0.356,0.286,0.00106,0.555,324533,-9.216,0.411,0,10,56,2012-10-22,2YZyLoL8N0Wb9xBt1NhZWg
291,Kendrick Lamar,Backseat Freestyle,0vjKXtFLt6Ti08Y3JCnRKB,0.651,0.235,77.878,0.3,0.000739,0.0,0.546,212653,-7.601,0.646,1,1,59,2012,2YZyLoL8N0Wb9xBt1NhZWg
